meetnet;locatie;nestbuis;jaar;datum;primaire_soort;soort_nl;type_waarneming;levensstadium;aantal;versheid_sporen
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;4;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;nee;Bosmuis;nest;NA;1;onzeker
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;5;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;8;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;9;2024;2024-10-11;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;2;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;2;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;nee;muis onbekend;nest;NA;1;onzeker
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;nee;muis onbekend;nest;NA;1;onzeker
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;2;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;1;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;oud
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;2;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;onzeker
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Konenbos;6;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;individu;adult;1;NA
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Konenbos;7;2024;2024-10-27;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;4;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Obsinnich - noord;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
