meetnet;locatie;nestbuis;jaar;datum;primaire_soort;soort_nl;type_waarneming;levensstadium;aantal;versheid_sporen
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-04-09;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;6;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;7;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;8;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;9;2020;2020-05-16;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;nee;Bosmuis/Grote bosmuis/Rosse woelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;nee;Bosmuis;individu;adult/subadult;1;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;nest;NA;1;vers
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;nee;Rosse woelmuis;vraatsporen;NA;1;vers
Hazelmuis - Nestbuizen;Broekbos - oost;1;2020;2020-09-12;nee;Bosmuis/Grote bosmuis/Rosse woelmuis;vraatsporen;NA;1;vers
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;2;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;3;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;4;2020;2020-09-12;ja;Hazelmuis;individu;adult/subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-09-12;ja;Hazelmuis;nest;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-09-12;ja;Hazelmuis;vraatsporen;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-09-12;ja;Hazelmuis;keutels;NA;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-09-12;ja;Hazelmuis;individu;juveniel;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-09-12;ja;Hazelmuis;individu;subadult;0;NA
Hazelmuis - Nestbuizen;Broekbos - oost;5;2020;2020-09-12;ja;Hazelmuis;individu;adult;0;NA
