meetnet	parameter	soort_nl	soort_wet	jaar	ref_jaar	jaar_centered	mean	sd	lcl_0.30	lcl_0.60	lcl_0.90	lcl_0.95	ucl_0.30	ucl_0.60	ucl_0.90	ucl_0.95
Grote weerschijnvlinder	diff_previous_year	Grote weerschijnvlinder	Apatura iris	2022	2018	5	1.29879	0.455317	1.06537	0.930431	0.72558	0.628518	1.39171	1.62503	2.15367	2.39786
Grote weerschijnvlinder	diff_previous_year	Grote weerschijnvlinder	Apatura iris	2023	2018	6	0.74085	0.22905	0.639104	0.5545	0.424201	0.374079	0.787338	0.905094	1.16404	1.28369
Grote weerschijnvlinder	diff_previous_year	Grote weerschijnvlinder	Apatura iris	2024	2018	7	0.805001	0.252046	0.680753	0.588505	0.447184	0.415161	0.872473	1.00161	1.25855	1.41384
Grote weerschijnvlinder	diff_previous_year	Grote weerschijnvlinder	Apatura iris	2025	2018	8	1.37638	0.498139	1.14568	1.00369	0.780225	0.691432	1.44214	1.67567	2.29242	2.52029
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2018	2018	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2019	2018	2	0.547771	0.151165	0.470612	0.414436	0.338817	0.317901	0.592342	0.670652	0.832807	0.897823
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2020	2018	3	0.568609	0.164219	0.492827	0.427114	0.329489	0.298255	0.612942	0.699892	0.872375	0.931309
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2021	2018	4	1.07647	0.279142	0.945656	0.833132	0.692003	0.642932	1.14598	1.30363	1.58226	1.71303
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2022	2018	5	0.910621	0.231765	0.797604	0.713234	0.574277	0.537568	0.976531	1.09728	1.31326	1.38448
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2023	2018	6	0.82605	0.194433	0.74788	0.65677	0.531892	0.495837	0.885831	0.983556	1.17004	1.27608
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2024	2018	7	0.571862	0.159775	0.499533	0.438646	0.33661	0.302636	0.62344	0.69666	0.860014	0.922722
Bruine eikenpage	index	Bruine eikenpage	Satyrium ilicis	2025	2018	8	0.443292	0.132546	0.381648	0.33381	0.262668	0.234481	0.473693	0.543411	0.680115	0.750312
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2018	2018	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2019	2018	2	0.298904	0.107204	0.247851	0.208331	0.158973	0.139657	0.321124	0.377483	0.496989	0.539374
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2020	2018	3	0.163123	0.0738714	0.126196	0.103623	0.0729639	0.0641798	0.175529	0.210371	0.304932	0.355133
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2021	2018	4	0.210702	0.0787196	0.171655	0.145751	0.10792	0.0987727	0.227052	0.270798	0.357047	0.398701
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2022	2018	5	0.253545	0.0786931	0.216547	0.186366	0.147412	0.135476	0.270009	0.312808	0.402423	0.431577
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2023	2018	6	0.18253	0.068133	0.148722	0.127109	0.0945031	0.0858461	0.195318	0.228622	0.310759	0.344244
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2024	2018	7	0.141826	0.0579729	0.114696	0.0961922	0.0678451	0.05937	0.151393	0.179534	0.255401	0.289059
Grote weerschijnvlinder	index	Grote weerschijnvlinder	Apatura iris	2025	2018	8	0.184456	0.0752006	0.147124	0.123026	0.0905277	0.0802827	0.195448	0.235344	0.332173	0.37661
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2018	2018	1	0.3753	0.181495	0.304837	0.23081	0.0782932	0.0310669	0.442409	0.523993	0.687616	0.744659
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2019	2018	2	-0.263632	0.180878	-0.341562	-0.416674	-0.548225	-0.604319	-0.185149	-0.103238	0.0235434	0.0734179
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2020	2018	3	-0.230837	0.178872	-0.294136	-0.383569	-0.530364	-0.587381	-0.161766	-0.0801084	0.0541975	0.0932768
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2021	2018	4	0.41649	0.183155	0.347947	0.257418	0.129576	0.0762334	0.476488	0.563287	0.732957	0.778834
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2022	2018	5	0.250067	0.15776	0.186102	0.11736	0.010231	-0.0403113	0.310087	0.391975	0.501026	0.571043
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2023	2018	6	0.156586	0.154965	0.0949175	0.0369324	-0.0999463	-0.13604	0.218842	0.281016	0.415946	0.47844
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2024	2018	7	-0.222643	0.16872	-0.28487	-0.351591	-0.510388	-0.565701	-0.156473	-0.0733728	0.0348582	0.0919413
Bruine eikenpage	sample_value	Bruine eikenpage	Satyrium ilicis	2025	2018	8	-0.481332	0.195367	-0.553492	-0.637009	-0.814686	-0.882458	-0.399825	-0.319018	-0.169182	-0.12347
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2018	2018	1	1.47186	0.24045	1.39511	1.28797	1.04691	0.951309	1.56491	1.66451	1.85792	1.92267
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2019	2018	2	0.203298	0.25426	0.10594	0.00100198	-0.221113	-0.281242	0.303895	0.410672	0.633565	0.687488
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2020	2018	3	-0.434507	0.29016	-0.533619	-0.665854	-0.958377	-1.04586	-0.327014	-0.196871	0.0174024	0.0969406
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2021	2018	4	-0.150551	0.240061	-0.24879	-0.358681	-0.535048	-0.593984	-0.0595766	0.0531842	0.237252	0.33068
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2022	2018	5	0.0536289	0.22546	-0.0384092	-0.134758	-0.302098	-0.36681	0.129005	0.242459	0.430517	0.519852
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2023	2018	6	-0.292551	0.23173	-0.37673	-0.493426	-0.664881	-0.73153	-0.19855	-0.102956	0.0866165	0.150498
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2024	2018	7	-0.557312	0.238653	-0.645395	-0.74395	-0.952456	-1.04586	-0.46625	-0.363303	-0.173523	-0.0964122
Grote weerschijnvlinder	sample_value	Grote weerschijnvlinder	Apatura iris	2025	2018	8	-0.293868	0.262793	-0.387768	-0.499686	-0.733038	-0.847883	-0.188043	-0.08108	0.135786	0.188411
